0:E:32	Kontron Medical
0:E:33	Shuko Electronics Co.,Ltd
0:E:34	NexGen City, LP
0:E:35	Intel Corp
0:E:36	HEINESYS, Inc.
0:E:37	Harms & Wende GmbH & Co.KG
0:E:38	CISCO SYSTEMS, INC.
0:E:39	CISCO SYSTEMS, INC.
0:E:3A	Cirrus Logic
0:E:3B	Hawking Technologies, Inc.
0:E:3C	Transact Technologies Inc
0:E:3D	Televic N.V.
0:E:3E	Sun Optronics Inc
0:E:3F	Soronti, Inc.
0:E:40	Nortel Networks
0:E:41	NIHON MECHATRONICS CO.,LTD.
0:E:42	Motic Incoporation Ltd.
0:E:43	G-Tek Electronics Sdn. Bhd.
0:E:44	Digital 5, Inc.
0:E:45	Beijing Newtry Electronic Technology Ltd
0:E:46	Niigata Seimitsu Co.,Ltd.
0:E:47	NCI System Co.,Ltd.
0:E:48	Lipman TransAction Solutions
0:E:49	Forsway Scandinavia AB
0:E:4A	Changchun Huayu WEBPAD Co.,LTD
0:E:4B	atrium c and i
0:E:4C	Bermai Inc.
0:E:4D	Numesa Inc.
0:E:4E	Waveplus Technology Co., Ltd.
0:E:4F	Trajet GmbH
0:E:50	Thomson Telecom Belgium
0:E:51	tecna elettronica srl
0:E:52	Optium Corporation
0:E:53	AV TECH CORPORATION
0:E:54	AlphaCell Wireless Ltd.
0:E:55	AUVITRAN
0:E:56	4G Systems GmbH & Co. KG
0:E:57	Iworld Networking, Inc.
0:E:58	Sonos, Inc.
0:E:59	SAGEM SA
0:E:5A	TELEFIELD inc.
0:E:5B	ParkerVision - Direct2Data
0:E:5C	ARRIS Group, Inc.
0:E:5D	Triple Play Technologies A/S
0:E:5E	Raisecom Technology
0:E:5F	activ-net GmbH & Co. KG
0:E:60	360SUN Digital Broadband Corporation
0:E:61	MICROTROL LIMITED
0:E:62	Nortel Networks
0:E:63	Lemke Diagnostics GmbH
0:E:64	Elphel, Inc
0:E:65	TransCore
0:E:66	Hitachi Advanced Digital, Inc.
0:E:67	Eltis Microelectronics Ltd.
0:E:68	E-TOP Network Technology Inc.
0:E:69	China Electric Power Research Institute
0:E:6A	3Com Ltd
0:E:6B	Janitza electronics GmbH
0:E:6C	Device Drivers Limited
0:E:6D	Murata Manufacturing Co., Ltd.
0:E:6E	MAT S.A. (Mircrelec Advanced Technology)
0:E:6F	IRIS Corporation Berhad
0:E:70	in2 Networks
0:E:71	Gemstar Technology Development Ltd.
0:E:72	CTS electronics
0:E:73	Tpack A/S
0:E:74	Solar Telecom. Tech
0:E:75	New York Air Brake Corp.
0:E:76	GEMSOC INNOVISION INC.
0:E:77	Decru, Inc.
0:E:78	Amtelco
0:E:79	Ample Communications Inc.
0:E:7A	GemWon Communications Co., Ltd.
0:E:7B	Toshiba
0:E:7C	Televes S.A.
0:E:7D	Electronics Line 3000 Ltd.
0:E:7E	ionSign Oy
0:E:7F	Hewlett-Packard Company
0:E:80	Thomson Technology Inc
0:E:81	Devicescape Software, Inc.
0:E:82	Commtech Wireless
0:E:83	CISCO SYSTEMS, INC.
0:E:84	CISCO SYSTEMS, INC.
0:E:85	Catalyst Enterprises, Inc.
0:E:86	Alcatel North America
0:E:87	adp Gauselmann GmbH
0:E:88	VIDEOTRON CORP.
0:E:89	CLEMATIC
0:E:8A	Avara Technologies Pty. Ltd.
0:E:8B	Astarte Technology Co, Ltd.
0:E:8C	Siemens AG A&D ET
0:E:8D	Systems in Progress Holding GmbH
0:E:8E	SparkLAN Communications, Inc.
0:E:8F	Sercomm Corp.
0:E:90	PONICO CORP.
0:E:91	Navico Auckland Ltd
0:E:92	Open Telecom
0:E:93	Milénio 3 Sistemas Electrónicos, Lda.
0:E:94	Maas International BV
0:E:95	Fujiya Denki Seisakusho Co.,Ltd.
0:E:96	Cubic Defense Applications, Inc.
0:E:97	Ultracker Technology CO., Inc
0:E:98	HME Clear-Com LTD.
0:E:99	Spectrum Digital, Inc
0:E:9A	BOE TECHNOLOGY GROUP CO.,LTD
0:E:9B	Ambit Microsystems Corporation
0:E:9C	Benchmark Electronics
0:E:9D	Tiscali UK Ltd
0:E:9E	Topfield Co., Ltd
0:E:9F	TEMIC SDS GmbH
0:E:A0	NetKlass Technology Inc.
0:E:A1	Formosa Teletek Corporation
0:E:A2	McAfee, Inc
0:E:A3	CNCR-IT CO.,LTD,HangZhou P.R.CHINA
0:E:A4	Certance Inc.
0:E:A5	BLIP Systems
0:E:A6	ASUSTEK COMPUTER INC.
0:E:A7	Endace Technology
0:E:A8	United Technologists Europe Limited
0:E:A9	Shanghai Xun Shi Communications Equipment Ltd. Co.
0:E:AA	Scalent Systems, Inc.
0:E:AB	Cray Inc
0:E:AC	MINTRON ENTERPRISE CO., LTD.
0:E:AD	Metanoia Technologies, Inc.
0:E:AE	GAWELL TECHNOLOGIES CORP.
0:E:AF	CASTEL
0:E:B0	Solutions Radio BV
0:E:B1	Newcotech,Ltd
0:E:B2	Micro-Research Finland Oy
0:E:B3	Hewlett-Packard
0:E:B4	GUANGZHOU GAOKE COMMUNICATIONS TECHNOLOGY CO.LTD.
0:E:B5	Ecastle Electronics Co., Ltd.
0:E:B6	Riverbed Technology, Inc.
0:E:B7	Knovative, Inc.
0:E:B8	Iiga co.,Ltd
0:E:B9	HASHIMOTO Electronics Industry Co.,Ltd.
0:E:BA	HANMI SEMICONDUCTOR CO., LTD.
0:E:BB	Everbee Networks
0:E:BC	Paragon Fidelity GmbH
0:E:BD	Burdick, a Quinton Compny
0:E:BE	B&B Electronics Manufacturing Co.
0:E:BF	Remsdaq Limited
0:E:C0	Nortel Networks
0:E:C1	MYNAH Technologies
0:E:C2	Lowrance Electronics, Inc.
0:E:C3	Logic Controls, Inc.
0:E:C4	Iskra Transmission d.d.
0:E:C5	Digital Multitools Inc
0:E:C6	ASIX ELECTRONICS CORP.
0:E:C7	Motorola Korea
0:E:C8	Zoran Corporation
0:E:C9	YOKO Technology Corp.
0:E:CA	WTSS Inc
0:E:CB	VineSys Technology
0:E:CC	Tableau, LLC
0:E:CD	SKOV A/S
0:E:CE	S.I.T.T.I. S.p.A.
0:E:CF	PROFIBUS Nutzerorganisation e.V.
0:E:D0	Privaris, Inc.
0:E:D1	Osaka Micro Computer.
0:E:D2	Filtronic plc
0:E:D3	Epicenter, Inc.
0:E:D4	CRESITT INDUSTRIE
0:E:D5	COPAN Systems Inc.
0:E:D6	CISCO SYSTEMS, INC.
0:E:D7	CISCO SYSTEMS, INC.
0:E:D8	Aktino, Inc.
0:E:D9	Aksys, Ltd.
0:E:DA	C-TECH UNITED CORP.
0:E:DB	XiNCOM Corp.
0:E:DC	Tellion INC.
0:E:DD	SHURE INCORPORATED
0:E:DE	REMEC, Inc.
0:E:DF	PLX Technology
0:E:E0	Mcharge
0:E:E1	ExtremeSpeed Inc.
0:E:E2	Custom Engineering S.p.A.
0:E:E3	Chiyu Technology Co.,Ltd
0:E:E4	BOE TECHNOLOGY GROUP CO.,LTD
0:E:E5	bitWallet, Inc.
0:E:E6	Adimos Systems LTD
0:E:E7	AAC ELECTRONICS CORP.
0:E:E8	zioncom
0:E:E9	WayTech Development, Inc.
0:E:EA	Shadong Luneng Jicheng Electronics,Co.,Ltd
0:E:EB	Sandmartin(zhong shan)Electronics Co.,Ltd
0:E:EC	Orban
0:E:ED	Nokia Danmark A/S
0:E:EE	Muco Industrie BV
0:E:EF	 
0:E:F0	Festo AG & Co. KG
0:E:F1	EZQUEST INC.
0:E:F2	Infinico Corporation
0:E:F3	Smarthome
0:E:F4	Kasda Digital Technology Co.,Ltd
0:E:F5	iPAC Technology Co., Ltd.
0:E:F6	E-TEN Information Systems Co., Ltd.
0:E:F7	Vulcan Portals Inc
0:E:F8	SBC ASI
0:E:F9	REA Elektronik GmbH
0:E:FA	Optoway Technology Incorporation
0:E:FB	Macey Enterprises
0:E:FC	JTAG Technologies B.V.
0:E:FD	FUJINON CORPORATION
0:E:FE	EndRun Technologies LLC
0:E:FF	Megasolution,Inc.
0:F:0	Legra Systems, Inc.
0:F:1	DIGITALKS INC
0:F:2	Digicube Technology Co., Ltd
0:F:3	COM&C CO., LTD
0:F:4	cim-usa inc
0:F:5	3B SYSTEM INC.
0:F:6	Nortel Networks
0:F:7	Mangrove Systems, Inc.
0:F:8	Indagon Oy
0:F:9	 
0:F:A	Clear Edge Networks
0:F:B	Kentima Technologies AB
0:F:C	SYNCHRONIC ENGINEERING
0:F:D	Hunt Electronic Co., Ltd.
0:F:E	WaveSplitter Technologies, Inc.
0:F:F	Real ID Technology Co., Ltd.
0:F:10	RDM Corporation
0:F:11	Prodrive B.V.
0:F:12	Panasonic Europe Ltd.
0:F:13	Nisca corporation
0:F:14	Mindray Co., Ltd.
0:F:15	Kjaerulff1 A/S
0:F:16	JAY HOW TECHNOLOGY CO.,
0:F:17	Insta Elektro GmbH
0:F:18	Industrial Control Systems
0:F:19	Boston Scientific
0:F:1A	Gaming Support B.V.
0:F:1B	Ego Systems Inc.
0:F:1C	DigitAll World Co., Ltd
0:F:1D	Cosmo Techs Co., Ltd.
0:F:1E	Chengdu KT Electric Co.of High & New Technology
0:F:1F	Dell ESG PCBA Test
0:F:20	Hewlett-Packard Company
0:F:21	Scientific Atlanta, Inc
0:F:22	Helius, Inc.
0:F:23	CISCO SYSTEMS, INC.
0:F:24	CISCO SYSTEMS, INC.
0:F:25	AimValley B.V.
0:F:26	WorldAccxx  LLC
0:F:27	TEAL Electronics, Inc.
0:F:28	Itronix Corporation
0:F:29	Augmentix Corporation
0:F:2A	Cableware Electronics
0:F:2B	GREENBELL SYSTEMS
0:F:2C	Uplogix, Inc.
0:F:2D	CHUNG-HSIN ELECTRIC & MACHINERY MFG.CORP.
0:F:2E	Megapower International Corp.
0:F:2F	W-LINX TECHNOLOGY CO., LTD.
0:F:30	Raza Microelectronics Inc
0:F:31	Allied Vision Technologies Canada Inc
0:F:32	Lootom Telcovideo Network Wuxi Co Ltd
0:F:33	DUALi Inc.
0:F:34	CISCO SYSTEMS, INC.
0:F:35	CISCO SYSTEMS, INC.
0:F:36	Accurate Techhnologies, Inc.
0:F:37	Xambala Incorporated
0:F:38	Netstar
0:F:39	IRIS SENSORS
0:F:3A	HISHARP
0:F:3B	Fuji System Machines Co., Ltd.
0:F:3C	Endeleo Limited
0:F:3D	D-Link Corporation
0:F:3E	CardioNet, Inc
0:F:3F	Big Bear Networks
0:F:40	Optical Internetworking Forum
0:F:41	Zipher Ltd
0:F:42	Xalyo Systems
0:F:43	Wasabi Systems Inc.
0:F:44	Tivella Inc.
0:F:45	Stretch, Inc.
0:F:46	SINAR AG
0:F:47	ROBOX SPA
0:F:48	Polypix Inc.
0:F:49	Northover Solutions Limited
0:F:4A	Kyushu-kyohan co.,ltd
0:F:4B	Oracle Corporation
0:F:4C	Elextech INC
0:F:4D	TalkSwitch
0:F:4E	Cellink
0:F:4F	Cadmus Technology Ltd
0:F:50	StreamScale Limited
0:F:51	Azul Systems, Inc.
0:F:52	YORK Refrigeration, Marine & Controls
0:F:53	Solarflare Communications Inc
0:F:54	Entrelogic Corporation
0:F:55	Datawire Communication Networks Inc.
0:F:56	Continuum Photonics Inc
0:F:57	CABLELOGIC Co., Ltd.
0:F:58	Adder Technology Limited
0:F:59	Phonak Communications AG
0:F:5A	Peribit Networks
0:F:5B	Delta Information Systems, Inc.
0:F:5C	Day One Digital Media Limited
0:F:5D	Genexis BV
0:F:5E	Veo
0:F:5F	Nicety Technologies Inc. (NTS)
0:F:60	Lifetron Co.,Ltd
0:F:61	Hewlett-Packard Company
0:F:62	Alcatel Bell Space N.V.
0:F:63	Obzerv Technologies
0:F:64	D&R Electronica Weesp BV
0:F:65	icube Corp.
0:F:66	Cisco-Linksys
0:F:67	West Instruments
0:F:68	Vavic Network Technology, Inc.
0:F:69	SEW Eurodrive GmbH & Co. KG
0:F:6A	Nortel Networks
0:F:6B	GateWare Communications GmbH
0:F:6C	ADDI-DATA GmbH
0:F:6D	Midas Engineering
0:F:6E	BBox
0:F:6F	FTA Communication Technologies
0:F:70	Wintec Industries, inc.
0:F:71	Sanmei Electronics Co.,Ltd
0:F:72	Sandburst
0:F:73	RS Automation Co., Ltd
0:F:74	Qamcom Technology AB
0:F:75	First Silicon Solutions
0:F:76	Digital Keystone, Inc.
0:F:77	DENTUM CO.,LTD
0:F:78	Datacap Systems Inc
0:F:79	Bluetooth Interest Group Inc.
0:F:7A	BeiJing NuQX Technology CO.,LTD
0:F:7B	Arce Sistemas, S.A.
0:F:7C	ACTi Corporation
0:F:7D	Xirrus
0:F:7E	Ablerex Electronics Co., LTD
0:F:7F	UBSTORAGE Co.,Ltd.
0:F:80	Trinity Security Systems,Inc.
0:F:81	PAL Pacific Inc.
0:F:82	Mortara Instrument, Inc.
0:F:83	Brainium Technologies Inc.
0:F:84	Astute Networks, Inc.
0:F:85	ADDO-Japan Corporation
0:F:86	Research In Motion Limited
0:F:87	Maxcess International
0:F:88	AMETEK, Inc.
0:F:89	Winnertec System Co., Ltd.
0:F:8A	WideView
0:F:8B	Orion MultiSystems Inc
0:F:8C	Gigawavetech Pte Ltd
0:F:8D	FAST TV-Server AG
0:F:8E	DONGYANG TELECOM CO.,LTD.
0:F:8F	CISCO SYSTEMS, INC.
0:F:90	CISCO SYSTEMS, INC.
0:F:91	Aerotelecom Co.,Ltd.
0:F:92	Microhard Systems Inc.
0:F:93	Landis+Gyr Ltd.
0:F:94	Genexis BV
0:F:95	ELECOM Co.,LTD Laneed Division
0:F:96	Telco Systems, Inc.
0:F:97	Avanex Corporation
0:F:98	Avamax Co. Ltd.
0:F:99	APAC opto Electronics Inc.
0:F:9A	Synchrony, Inc.
0:F:9B	Ross Video Limited
0:F:9C	Panduit Corp
0:F:9D	DisplayLink (UK) Ltd
0:F:9E	Murrelektronik GmbH
0:F:9F	ARRIS Group, Inc.
0:F:A0	CANON KOREA BUSINESS SOLUTIONS INC.
0:F:A1	Gigabit Systems Inc.
0:F:A2	2xWireless
0:F:A3	Alpha Networks Inc.
0:F:A4	Sprecher Automation GmbH
0:F:A5	BWA Technology GmbH
0:F:A6	S2 Security Corporation
0:F:A7	Raptor Networks Technology
0:F:A8	Photometrics, Inc.
0:F:A9	PC Fabrik
0:F:AA	Nexus Technologies
0:F:AB	Kyushu Electronics Systems Inc.
0:F:AC	IEEE 802.11
0:F:AD	FMN communications GmbH
0:F:AE	E2O Communications
0:F:AF	Dialog Inc.
0:F:B0	Compal Electronics,INC.
0:F:B1	Cognio Inc.
0:F:B2	Broadband Pacenet (India) Pvt. Ltd.
0:F:B3	Actiontec Electronics, Inc
0:F:B4	Timespace Technology
0:F:B5	NETGEAR Inc
0:F:B6	Europlex Technologies
0:F:B7	Cavium Networks
0:F:B8	CallURL Inc.
0:F:B9	Adaptive Instruments
0:F:BA	Tevebox AB
0:F:BB	Nokia Siemens Networks GmbH & Co. KG.
0:F:BC	Onkey Technologies, Inc.
0:F:BD	MRV Communications (Networks) LTD
0:F:BE	e-w/you Inc.
0:F:BF	DGT Sp. z o.o.
0:F:C0	DELCOMp
0:F:C1	WAVE Corporation
0:F:C2	Uniwell Corporation
0:F:C3	PalmPalm Technology, Inc.
0:F:C4	NST co.,LTD.
0:F:C5	KeyMed Ltd
0:F:C6	Eurocom Industries A/S
0:F:C7	Dionica R&D Ltd.
0:F:C8	Chantry Networks
0:F:C9	Allnet GmbH
0:F:CA	A-JIN TECHLINE CO, LTD
0:F:CB	3Com Ltd
0:F:CC	Netopia, Inc.
0:F:CD	Nortel Networks
0:F:CE	Kikusui Electronics Corp.
0:F:CF	Datawind Research
0:F:D0	ASTRI
0:F:D1	Applied Wireless Identifications Group, Inc.
0:F:D2	EWA Technologies, Inc.
0:F:D3	Digium
0:F:D4	Soundcraft
0:F:D5	Schwechat - RISE
0:F:D6	Sarotech Co., Ltd
0:F:D7	Harman Music Group
0:F:D8	Force, Inc.
0:F:D9	FlexDSL Telecommunications AG
0:F:DA	YAZAKI CORPORATION
0:F:DB	Westell Technologies
0:F:DC	Ueda Japan  Radio Co., Ltd.
0:F:DD	SORDIN AB
0:F:DE	Sony Ericsson Mobile Communications AB
0:F:DF	SOLOMON Technology Corp.
0:F:E0	NComputing Co.,Ltd.
0:F:E1	ID DIGITAL CORPORATION
0:F:E2	Hangzhou H3C Technologies Co., Ltd.
0:F:E3	Damm Cellular Systems A/S
0:F:E4	Pantech Co.,Ltd
0:F:E5	MERCURY SECURITY CORPORATION
0:F:E6	MBTech Systems, Inc.
0:F:E7	Lutron Electronics Co., Inc.
0:F:E8	Lobos, Inc.
0:F:E9	GW TECHNOLOGIES CO.,LTD.
0:F:EA	Giga-Byte Technology Co.,LTD.
0:F:EB	Cylon Controls
0:F:EC	ARKUS Inc.
0:F:ED	Anam Electronics Co., Ltd
0:F:EE	XTec, Incorporated
0:F:EF	Thales e-Transactions GmbH
0:F:F0	Sunray Co. Ltd.
0:F:F1	nex-G Systems Pte.Ltd
0:F:F2	Loud Technologies Inc.
0:F:F3	Jung Myoung Communications&Technology
0:F:F4	Guntermann & Drunck GmbH
0:F:F5	GN&S company
0:F:F6	Darfon Electronics Corp.
0:F:F7	CISCO SYSTEMS, INC.
0:F:F8	CISCO SYSTEMS, INC.
0:F:F9	Valcretec, Inc.
0:F:FA	Optinel Systems, Inc.
0:F:FB	Nippon Denso Industry Co., Ltd.
0:F:FC	Merit Li-Lin Ent.
0:F:FD	Glorytek Network Inc.
0:F:FE	G-PRO COMPUTER
0:F:FF	Control4
0:10:0	CABLE TELEVISION LABORATORIES, INC.
0:10:1	Citel
0:10:2	ACTIA
0:10:3	IMATRON, INC.
0:10:4	THE BRANTLEY COILE COMPANY,INC
0:10:5	UEC COMMERCIAL
0:10:6	Thales Contact Solutions Ltd.
0:10:7	CISCO SYSTEMS, INC.
0:10:8	VIENNA SYSTEMS CORPORATION
0:10:9	HORO QUARTZ
0:10:A	WILLIAMS COMMUNICATIONS GROUP
0:10:B	CISCO SYSTEMS, INC.
0:10:C	ITO CO., LTD.
0:10:D	CISCO SYSTEMS, INC.
0:10:E	MICRO LINEAR COPORATION
0:10:F	INDUSTRIAL CPU SYSTEMS
0:10:10	INITIO CORPORATION
0:10:11	CISCO SYSTEMS, INC.
0:10:12	PROCESSOR SYSTEMS (I) PVT LTD
0:10:13	Kontron America, Inc.
0:10:14	CISCO SYSTEMS, INC.
0:10:15	OOmon Inc.
0:10:16	T.SQWARE
0:10:17	Bosch Access Systems GmbH
0:10:18	BROADCOM CORPORATION
0:10:19	SIRONA DENTAL SYSTEMS GmbH & Co. KG
0:10:1A	PictureTel Corp.
0:10:1B	CORNET TECHNOLOGY, INC.
0:10:1C	OHM TECHNOLOGIES INTL, LLC
0:10:1D	WINBOND ELECTRONICS CORP.
0:10:1E	MATSUSHITA ELECTRONIC INSTRUMENTS CORP.
0:10:1F	CISCO SYSTEMS, INC.
0:10:20	Hand Held Products Inc
0:10:21	ENCANTO NETWORKS, INC.
0:10:22	SatCom Media Corporation
0:10:23	Network Equipment Technologies
0:10:24	NAGOYA ELECTRIC WORKS CO., LTD
0:10:25	Grayhill, Inc
0:10:26	ACCELERATED NETWORKS, INC.
0:10:27	L-3 COMMUNICATIONS EAST
0:10:28	COMPUTER TECHNICA, INC.
0:10:29	CISCO SYSTEMS, INC.
0:10:2A	ZF MICROSYSTEMS, INC.
0:10:2B	UMAX DATA SYSTEMS, INC.
0:10:2C	Lasat Networks A/S
0:10:2D	HITACHI SOFTWARE ENGINEERING
0:10:2E	NETWORK SYSTEMS & TECHNOLOGIES PVT. LTD.
0:10:2F	CISCO SYSTEMS, INC.
0:10:30	EION Inc.
0:10:31	OBJECTIVE COMMUNICATIONS, INC.
0:10:32	ALTA TECHNOLOGY
0:10:33	ACCESSLAN COMMUNICATIONS, INC.
0:10:34	GNP Computers
0:10:35	ELITEGROUP COMPUTER SYSTEMS CO., LTD
0:10:36	INTER-TEL INTEGRATED SYSTEMS
0:10:37	CYQ've Technology Co., Ltd.
0:10:38	MICRO RESEARCH INSTITUTE, INC.
0:10:39	Vectron Systems AG
0:10:3A	DIAMOND NETWORK TECH
0:10:3B	HIPPI NETWORKING FORUM
0:10:3C	IC ENSEMBLE, INC.
0:10:3D	PHASECOM, LTD.
0:10:3E	NETSCHOOLS CORPORATION
0:10:3F	TOLLGRADE COMMUNICATIONS, INC.
0:10:40	INTERMEC CORPORATION
0:10:41	BRISTOL BABCOCK, INC.
0:10:42	Alacritech, Inc.
0:10:43	A2 CORPORATION
0:10:44	InnoLabs Corporation
0:10:45	Nortel Networks
0:10:46	ALCORN MCBRIDE INC.
0:10:47	ECHO ELETRIC CO. LTD.
0:10:48	HTRC AUTOMATION, INC.
0:10:49	ShoreTel, Inc
0:10:4A	The Parvus Corporation
0:10:4B	3COM CORPORATION
0:10:4C	Teledyne LeCroy, Inc
0:10:4D	SURTEC INDUSTRIES, INC.
0:10:4E	CEOLOGIC
0:10:4F	Oracle Corporation
0:10:50	RION CO., LTD.
0:10:51	CMICRO CORPORATION
0:10:52	METTLER-TOLEDO (ALBSTADT) GMBH
0:10:53	COMPUTER TECHNOLOGY CORP.
0:10:54	CISCO SYSTEMS, INC.
0:10:55	FUJITSU MICROELECTRONICS, INC.
0:10:56	SODICK CO., LTD.
0:10:57	Rebel.com, Inc.
0:10:58	ArrowPoint Communications
0:10:59	DIABLO RESEARCH CO. LLC
0:10:5A	3COM CORPORATION
0:10:5B	NET INSIGHT AB
0:10:5C	QUANTUM DESIGNS (H.K.) LTD.
0:10:5D	Draeger Medical
0:10:5E	HEKIMIAN LABORATORIES, INC.
0:10:5F	ZODIAC DATA SYSTEMS
0:10:60	BILLIONTON SYSTEMS, INC.
0:10:61	HOSTLINK CORP.
0:10:62	NX SERVER, ILNC.
0:10:63	STARGUIDE DIGITAL NETWORKS
0:10:64	DNPG, LLC
0:10:65	RADYNE CORPORATION
0:10:66	ADVANCED CONTROL SYSTEMS, INC.
0:10:67	Ericsson
0:10:68	COMOS TELECOM
0:10:69	HELIOSS COMMUNICATIONS, INC.
0:10:6A	DIGITAL MICROWAVE CORPORATION
0:10:6B	SONUS NETWORKS, INC.
0:10:6C	EDNT GmbH
0:10:6D	Axxcelera Broadband Wireless
0:10:6E	TADIRAN COM. LTD.
0:10:6F	TRENTON TECHNOLOGY INC.
0:10:70	CARADON TREND LTD.
0:10:71	ADVANET INC.
0:10:72	GVN TECHNOLOGIES, INC.
0:10:73	Technobox, Inc.
0:10:74	ATEN INTERNATIONAL CO., LTD.
0:10:75	Segate Technology LLC
0:10:76	EUREM GmbH
0:10:77	SAF DRIVE SYSTEMS, LTD.
0:10:78	NUERA COMMUNICATIONS, INC.
0:10:79	CISCO SYSTEMS, INC.
0:10:7A	AmbiCom, Inc.
0:10:7B	CISCO SYSTEMS, INC.
0:10:7C	P-COM, INC.
0:10:7D	AURORA COMMUNICATIONS, LTD.
0:10:7E	BACHMANN ELECTRONIC GmbH
0:10:7F	CRESTRON ELECTRONICS, INC.
0:10:80	METAWAVE COMMUNICATIONS
0:10:81	DPS, INC.
0:10:82	JNA TELECOMMUNICATIONS LIMITED
0:10:83	HEWLETT-PACKARD COMPANY
0:10:84	K-BOT COMMUNICATIONS
0:10:85	POLARIS COMMUNICATIONS, INC.
0:10:86	ATTO Technology, Inc.
0:10:87	Xstreamis PLC
0:10:88	AMERICAN NETWORKS INC.
0:10:89	WebSonic
0:10:8A	TeraLogic, Inc.
0:10:8B	LASERANIMATION SOLLINGER GmbH
0:10:8C	FUJITSU TELECOMMUNICATIONS EUROPE, LTD.
0:10:8D	Johnson Controls, Inc.
0:10:8E	HUGH SYMONS CONCEPT Technologies Ltd.
0:10:8F	RAPTOR SYSTEMS
0:10:90	CIMETRICS, INC.
0:10:91	NO WIRES NEEDED BV
0:10:92	NETCORE INC.
0:10:93	CMS COMPUTERS, LTD.
0:10:94	Performance Analysis Broadband, Spirent plc
0:10:95	Thomson Inc.
0:10:96	TRACEWELL SYSTEMS, INC.
0:10:97	WinNet Metropolitan Communications Systems, Inc.
0:10:98	STARNET TECHNOLOGIES, INC.
0:10:99	InnoMedia, Inc.
0:10:9A	NETLINE
0:10:9B	Emulex Corporation
0:10:9C	M-SYSTEM CO., LTD.
0:10:9D	CLARINET SYSTEMS, INC.
0:10:9E	AWARE, INC.
0:10:9F	PAVO, INC.
0:10:A0	INNOVEX TECHNOLOGIES, INC.
0:10:A1	KENDIN SEMICONDUCTOR, INC.
0:10:A2	TNS
0:10:A3	OMNITRONIX, INC.
0:10:A4	XIRCOM
0:10:A5	OXFORD INSTRUMENTS
0:10:A6	CISCO SYSTEMS, INC.
0:10:A7	UNEX TECHNOLOGY CORPORATION
0:10:A8	RELIANCE COMPUTER CORP.
0:10:A9	ADHOC TECHNOLOGIES
0:10:AA	MEDIA4, INC.
0:10:AB	KOITO ELECTRIC INDUSTRIES, LTD.
0:10:AC	IMCI TECHNOLOGIES
0:10:AD	SOFTRONICS USB, INC.
0:10:AE	SHINKO ELECTRIC INDUSTRIES CO.
0:10:AF	TAC SYSTEMS, INC.
0:10:B0	MERIDIAN TECHNOLOGY CORP.
0:10:B1	FOR-A CO., LTD.
0:10:B2	COACTIVE AESTHETICS
0:10:B3	NOKIA MULTIMEDIA TERMINALS
0:10:B4	ATMOSPHERE NETWORKS
0:10:B5	ACCTON TECHNOLOGY CORPORATION
0:10:B6	ENTRATA COMMUNICATIONS CORP.
0:10:B7	COYOTE TECHNOLOGIES, LLC
0:10:B8	ISHIGAKI COMPUTER SYSTEM CO.
0:10:B9	MAXTOR CORP.
0:10:BA	MARTINHO-DAVIS SYSTEMS, INC.
0:10:BB	DATA & INFORMATION TECHNOLOGY
0:10:BC	Aastra Telecom
0:10:BD	THE TELECOMMUNICATION TECHNOLOGY COMMITTEE (TTC)
0:10:BE	MARCH NETWORKS CORPORATION
0:10:BF	InterAir Wireless
0:10:C0	ARMA, Inc.
0:10:C1	OI ELECTRIC CO., LTD.
0:10:C2	WILLNET, INC.
0:10:C3	CSI-CONTROL SYSTEMS
0:10:C4	MEDIA LINKS CO., LTD.
0:10:C5	PROTOCOL TECHNOLOGIES, INC.
0:10:C6	Universal Global Scientific Industrial Co., Ltd.
0:10:C7	DATA TRANSMISSION NETWORK
0:10:C8	COMMUNICATIONS ELECTRONICS SECURITY GROUP
0:10:C9	MITSUBISHI ELECTRONICS LOGISTIC SUPPORT CO.
0:10:CA	Telco Systems, Inc.
0:10:CB	FACIT K.K.
0:10:CC	CLP COMPUTER LOGISTIK PLANUNG GmbH
0:10:CD	INTERFACE CONCEPT
0:10:CE	VOLAMP, LTD.
0:10:CF	FIBERLANE COMMUNICATIONS
0:10:D0	WITCOM, LTD.
0:10:D1	Top Layer Networks, Inc.
0:10:D2	NITTO TSUSHINKI CO., LTD
0:10:D3	GRIPS ELECTRONIC GMBH
0:10:D4	STORAGE COMPUTER CORPORATION
0:10:D5	IMASDE CANARIAS, S.A.
0:10:D6	ITT - A/CD
0:10:D7	ARGOSY RESEARCH INC.
0:10:D8	CALISTA
0:10:D9	IBM JAPAN, FUJISAWA MT+D
0:10:DA	Kollmorgen Corp
0:10:DB	Juniper Networks, Inc.
0:10:DC	MICRO-STAR INTERNATIONAL CO., LTD.
0:10:DD	ENABLE SEMICONDUCTOR, INC.
0:10:DE	INTERNATIONAL DATACASTING CORPORATION
0:10:DF	RISE COMPUTER INC.
0:10:E0	Oracle Corporation
0:10:E1	S.I. TECH, INC.
0:10:E2	ArrayComm, Inc.
0:10:E3	Hewlett-Packard Company
0:10:E4	NSI CORPORATION
0:10:E5	SOLECTRON TEXAS
0:10:E6	APPLIED INTELLIGENT SYSTEMS, INC.
0:10:E7	BreezeCom
0:10:E8	TELOCITY, INCORPORATED
0:10:E9	RAIDTEC LTD.
